day_of_week,minute_of_day,current_occupied,current_empty,label_any_empty
1,423,0,6,1
0,766,4,2,1
1,543,5,1,1
0,1072,1,5,1
6,509,1,5,1
5,1139,3,3,1
2,492,3,3,1
3,1111,6,0,0
3,1433,0,6,1
4,589,5,1,1
5,31,0,6,1
5,375,1,5,1
5,1147,3,3,1
4,14,0,6,1
4,535,5,1,1
2,805,6,0,0
0,118,0,6,1
6,1282,0,6,1
4,1150,2,4,1
0,1408,2,4,1
4,1363,0,6,1
5,1365,0,6,1
2,1346,0,6,1
2,948,4,2,1
3,220,3,3,1
5,138,0,6,1
0,432,4,2,1
2,728,5,1,1
3,505,0,6,1
6,301,1,5,1
1,1016,4,2,1
1,1352,0,6,1
2,1322,0,6,1
6,736,0,6,1
0,1120,2,4,1
3,1271,2,4,1
3,1245,4,2,1
3,490,1,5,1
5,407,0,6,1
1,194,0,6,1
0,369,0,6,1
1,1388,0,6,1
4,527,6,0,0
5,1053,3,3,1
3,1257,2,4,1
5,1018,4,2,1
0,1244,4,2,1
0,304,2,4,1
6,916,2,4,1
4,404,0,6,1
5,801,3,3,1
4,688,6,0,0
6,902,3,3,1
3,1295,4,2,1
6,233,0,6,1
1,1026,5,1,1
0,477,4,2,1
5,646,0,6,1
5,663,0,6,1
5,1220,2,4,1
3,193,4,2,1
2,1163,4,2,1
1,1314,0,6,1
1,428,0,6,1
5,974,4,2,1
0,469,4,2,1
5,735,2,4,1
6,760,0,6,1
5,870,2,4,1
2,1391,1,5,1
0,1211,0,6,1
5,535,0,6,1
1,1256,0,6,1
3,1151,4,2,1
4,643,6,0,0
5,564,1,5,1
6,887,3,3,1
1,76,0,6,1
2,771,6,0,0
2,167,0,6,1
6,170,1,5,1
1,1212,3,3,1
6,19,0,6,1
1,536,6,0,0
4,1033,0,6,1
5,1202,3,3,1
1,132,0,6,1
3,890,5,1,1
0,641,6,0,0
5,1145,3,3,1
3,739,3,3,1
5,279,1,5,1
6,725,0,6,1
3,315,2,4,1
0,448,4,2,1
4,705,6,0,0
4,1039,4,2,1
5,453,0,6,1
0,554,6,0,0
2,1004,6,0,0
2,503,5,1,1
2,243,1,5,1
4,1036,0,6,1
6,110,0,6,1
4,227,0,6,1
2,1021,5,1,1
4,881,6,0,0
6,406,0,6,1
6,1398,0,6,1
4,586,6,0,0
1,864,6,0,0
3,603,5,1,1
5,452,0,6,1
2,345,0,6,1
5,1039,5,1,1
5,1188,3,3,1
1,768,6,0,0
4,39,0,6,1
4,1003,5,1,1
2,927,6,0,0
4,632,5,1,1
3,439,0,6,1
0,1189,0,6,1
6,1072,5,1,1
3,992,6,0,0
1,1343,0,6,1
6,214,1,5,1
1,97,0,6,1
6,1146,6,0,0
0,1320,2,4,1
0,439,4,2,1
0,790,5,1,1
6,1221,2,4,1
1,198,0,6,1
4,167,0,6,1
3,921,4,2,1
3,1285,3,3,1
0,811,6,0,0
0,944,3,3,1
5,1054,6,0,0
2,1082,5,1,1
5,347,0,6,1
6,1392,0,6,1
0,695,5,1,1
5,263,0,6,1
3,261,0,6,1
6,952,1,5,1
0,695,6,0,0
4,182,0,6,1
4,1292,0,6,1
6,948,3,3,1
4,1121,2,4,1
0,1335,0,6,1
3,319,2,4,1
1,1283,0,6,1
1,54,0,6,1
2,365,0,6,1
2,900,6,0,0
1,522,6,0,0
0,702,6,0,0
5,609,1,5,1
4,1058,1,5,1
3,509,4,2,1
1,277,0,6,1
1,925,5,1,1
6,820,0,6,1
5,659,0,6,1
5,6,0,6,1
3,451,0,6,1
3,406,0,6,1
6,1240,0,6,1
2,897,6,0,0
3,373,1,5,1
3,791,6,0,0
0,495,4,2,1
2,1175,4,2,1
0,1273,0,6,1
5,1213,4,2,1
2,273,0,6,1
2,70,1,5,1
3,918,5,1,1
2,522,3,3,1
5,1229,4,2,1
6,514,2,4,1
0,836,4,2,1
4,547,6,0,0
1,1102,3,3,1
4,387,0,6,1
5,688,0,6,1
6,360,1,5,1
0,712,6,0,0
2,461,3,3,1
4,1212,0,6,1
4,312,0,6,1
1,1063,4,2,1
5,861,2,4,1
6,672,4,2,1
1,330,0,6,1
6,862,3,3,1
0,736,4,2,1
1,1194,2,4,1
2,599,2,4,1
2,548,4,2,1
2,345,0,6,1
6,365,0,6,1
0,94,0,6,1
6,1162,1,5,1
4,615,5,1,1
3,1123,4,2,1
0,1255,0,6,1
3,1172,4,2,1
4,631,6,0,0
1,519,3,3,1
6,865,3,3,1
3,1039,3,3,1
6,328,1,5,1
6,112,0,6,1
2,20,0,6,1
6,1103,6,0,0
6,1061,2,4,1
5,153,0,6,1
2,1003,6,0,0
3,391,0,6,1
4,617,5,1,1
0,161,1,5,1
3,1020,5,1,1
0,99,0,6,1
1,852,6,0,0
5,890,4,2,1
3,666,6,0,0
6,154,1,5,1
6,1001,3,3,1
3,54,1,5,1
4,570,6,0,0
2,256,0,6,1
0,355,4,2,1
2,202,0,6,1
5,1409,0,6,1
0,234,1,5,1
5,1283,2,4,1
1,709,6,0,0
2,368,0,6,1
6,1367,2,4,1
3,132,4,2,1
5,887,4,2,1
6,1111,6,0,0
0,1432,0,6,1
2,638,3,3,1
2,315,0,6,1
3,98,3,3,1
5,829,1,5,1
5,1234,2,4,1
3,1224,4,2,1
0,1306,0,6,1
0,785,6,0,0
5,76,0,6,1
3,206,4,2,1
6,860,2,4,1
4,544,6,0,0
0,1069,1,5,1
3,395,0,6,1
0,745,5,1,1
1,605,4,2,1
4,1092,3,3,1
4,741,2,4,1
0,218,0,6,1
3,499,4,2,1
0,24,0,6,1
6,511,2,4,1
0,782,6,0,0
1,1003,3,3,1
0,1367,0,6,1
2,1177,5,1,1
4,345,0,6,1
1,1033,3,3,1
5,256,1,5,1
2,134,0,6,1
0,306,0,6,1
6,1403,0,6,1
3,205,0,6,1
5,193,0,6,1
6,1360,0,6,1
1,1063,3,3,1
4,1201,1,5,1
0,246,1,5,1
1,38,0,6,1
3,1325,2,4,1
6,867,2,4,1
5,534,0,6,1
1,1418,0,6,1
4,1229,0,6,1
3,26,0,6,1
6,472,0,6,1
3,1337,4,2,1
0,1040,1,5,1
0,345,0,6,1
6,321,0,6,1
6,503,2,4,1
6,731,3,3,1
1,1102,5,1,1
1,951,5,1,1
0,209,0,6,1
3,782,2,4,1
4,626,6,0,0
4,509,5,1,1
3,1273,1,5,1
1,933,5,1,1
5,63,0,6,1
5,95,0,6,1
3,176,5,1,1
2,780,6,0,0
1,682,5,1,1
5,65,0,6,1
4,1389,0,6,1
5,441,0,6,1
5,645,0,6,1
5,831,1,5,1
1,760,4,2,1
1,296,0,6,1
1,364,0,6,1
3,1142,4,2,1
1,419,1,5,1
0,257,1,5,1
3,373,1,5,1
2,641,3,3,1
4,789,5,1,1
3,772,2,4,1
0,45,0,6,1
2,9,0,6,1
1,303,0,6,1
5,1372,0,6,1
2,1337,0,6,1
5,317,2,4,1
5,565,1,5,1
1,566,3,3,1
2,893,6,0,0
4,308,0,6,1
6,458,0,6,1
2,1253,5,1,1
6,416,1,5,1
1,967,4,2,1
2,1425,0,6,1
4,1181,2,4,1
1,937,5,1,1
5,711,2,4,1
3,1109,5,1,1
6,404,2,4,1
3,1368,3,3,1
6,110,0,6,1
6,554,1,5,1
6,780,3,3,1
0,1332,2,4,1
0,962,5,1,1
4,1424,0,6,1
0,1130,0,6,1
0,276,0,6,1
5,509,0,6,1
2,479,4,2,1
3,19,0,6,1
6,241,0,6,1
1,97,0,6,1
6,682,4,2,1
6,222,0,6,1
3,602,6,0,0
6,827,3,3,1
4,637,3,3,1
1,1176,2,4,1
0,336,3,3,1
4,1199,4,2,1
5,1261,2,4,1
2,247,1,5,1
5,1410,0,6,1
4,188,0,6,1
5,192,0,6,1
0,856,6,0,0
0,961,0,6,1
2,793,5,1,1
5,1031,3,3,1
3,1204,5,1,1
5,833,1,5,1
6,403,1,5,1
1,118,0,6,1
1,519,5,1,1
1,163,0,6,1
3,317,2,4,1
1,1002,4,2,1
6,800,2,4,1
3,1131,4,2,1
1,416,0,6,1
1,1431,0,6,1
5,1299,0,6,1
6,244,1,5,1
5,188,1,5,1
0,1280,5,1,1
6,1080,5,1,1
4,52,0,6,1
3,113,4,2,1
2,1314,0,6,1
1,1296,0,6,1
3,898,6,0,0
4,975,6,0,0
2,89,1,5,1
2,3,0,6,1
2,726,4,2,1
6,935,3,3,1
5,725,0,6,1
2,966,4,2,1
3,1078,6,0,0
1,943,5,1,1
4,554,6,0,0
6,724,0,6,1
4,1261,0,6,1
2,776,6,0,0
2,18,0,6,1
3,1359,3,3,1
1,1106,6,0,0
4,233,0,6,1
3,263,3,3,1
4,1377,0,6,1
3,396,0,6,1
0,486,5,1,1
6,1410,0,6,1
6,708,1,5,1
1,376,0,6,1
6,716,1,5,1
1,861,6,0,0
6,1390,0,6,1
5,1324,0,6,1
2,672,4,2,1
2,1355,4,2,1
1,127,0,6,1
4,566,6,0,0
3,1391,1,5,1
2,37,0,6,1
3,1406,1,5,1
5,223,1,5,1
4,372,0,6,1
2,1104,3,3,1
1,439,3,3,1
1,880,5,1,1
3,655,6,0,0
0,1176,6,0,0
6,1273,3,3,1
5,884,2,4,1
0,941,3,3,1
1,267,0,6,1
1,152,0,6,1
1,1347,0,6,1
0,1012,0,6,1
4,627,6,0,0
5,1097,1,5,1
1,1166,2,4,1
5,772,1,5,1
4,791,6,0,0
6,770,0,6,1
6,1041,2,4,1
0,458,5,1,1
4,90,0,6,1
1,1123,5,1,1
6,298,1,5,1
5,762,1,5,1
3,881,5,1,1
4,216,0,6,1
2,92,0,6,1
6,597,2,4,1
1,1129,5,1,1
4,368,0,6,1
1,914,6,0,0
4,911,6,0,0
2,644,3,3,1
3,1138,5,1,1
2,97,1,5,1
5,90,0,6,1
0,380,3,3,1
6,1028,2,4,1
2,1245,1,5,1
5,1226,2,4,1
6,476,0,6,1
0,528,6,0,0
2,543,4,2,1
3,450,1,5,1
0,207,0,6,1
1,741,4,2,1
0,1346,2,4,1
5,731,0,6,1
0,665,5,1,1
0,495,5,1,1
4,763,4,2,1
1,1358,0,6,1
3,1200,5,1,1
4,400,0,6,1
0,1111,2,4,1
2,279,0,6,1
1,219,0,6,1
5,1318,0,6,1
5,106,0,6,1
6,478,0,6,1
3,1212,4,2,1
5,35,0,6,1
4,1335,1,5,1
4,136,0,6,1
5,1314,0,6,1
3,863,6,0,0
5,691,1,5,1
2,601,6,0,0
0,735,6,0,0
1,50,0,6,1
4,147,0,6,1
3,237,3,3,1
3,102,1,5,1
2,996,6,0,0
4,29,0,6,1
1,458,3,3,1
6,138,0,6,1
5,479,0,6,1
0,21,0,6,1
1,799,6,0,0
4,168,0,6,1
5,269,0,6,1
4,767,6,0,0
5,90,0,6,1
6,1095,5,1,1
3,1088,6,0,0
2,563,6,0,0
2,605,6,0,0
3,32,1,5,1
0,483,4,2,1
2,494,5,1,1
1,607,4,2,1
6,169,0,6,1
5,440,0,6,1
1,857,6,0,0
2,280,1,5,1
4,754,3,3,1
0,285,2,4,1
4,303,0,6,1
0,420,4,2,1
1,49,0,6,1
1,1266,1,5,1
4,864,6,0,0
2,1163,5,1,1
6,210,0,6,1
2,445,4,2,1
5,1126,2,4,1
0,46,0,6,1
1,256,0,6,1
2,1138,5,1,1
4,645,4,2,1
0,185,0,6,1
5,1068,6,0,0
5,770,1,5,1
3,333,2,4,1
6,835,0,6,1
0,955,0,6,1
1,1022,3,3,1
5,1270,2,4,1
6,767,4,2,1
1,1299,0,6,1
5,1004,3,3,1
6,7,0,6,1
5,698,0,6,1
3,1052,6,0,0
1,387,0,6,1
6,949,1,5,1
3,43,1,5,1
6,873,3,3,1
2,33,0,6,1
4,96,0,6,1
1,1068,3,3,1
4,826,6,0,0
2,105,1,5,1
0,1420,0,6,1
5,1206,3,3,1
1,424,1,5,1
4,1308,0,6,1
2,1190,5,1,1
1,767,6,0,0
1,1312,0,6,1
6,276,0,6,1
6,358,1,5,1
2,1373,4,2,1
1,535,6,0,0
4,1421,0,6,1
1,975,3,3,1
1,541,5,1,1
3,1345,1,5,1
6,1332,3,3,1
6,938,1,5,1
1,1198,3,3,1
4,1296,0,6,1
6,852,3,3,1
0,598,6,0,0
3,1253,4,2,1
3,725,6,0,0
1,13,0,6,1
5,774,2,4,1
6,639,4,2,1
0,831,5,1,1
1,509,3,3,1
1,646,6,0,0
5,1055,6,0,0
4,1077,4,2,1
5,564,0,6,1
0,1254,4,2,1
3,1413,1,5,1
1,1258,1,5,1
5,582,0,6,1
1,147,2,4,1
3,212,0,6,1
3,738,3,3,1
4,687,6,0,0
3,358,0,6,1
6,1327,0,6,1
3,1175,6,0,0
1,517,5,1,1
2,1236,5,1,1
5,618,0,6,1
1,310,0,6,1
1,834,5,1,1
3,161,0,6,1
0,600,6,0,0
1,1358,0,6,1
3,1439,0,6,1
0,1161,0,6,1
4,381,0,6,1
3,3,0,6,1
3,325,2,4,1
2,928,5,1,1
2,483,3,3,1
3,670,6,0,0
2,1388,2,4,1
2,8,0,6,1
2,607,6,0,0
2,477,3,3,1
3,255,3,3,1
0,1379,2,4,1
2,894,6,0,0
0,690,6,0,0
2,795,5,1,1
3,257,0,6,1
5,482,0,6,1
1,501,3,3,1
4,1047,4,2,1
0,220,0,6,1
6,285,0,6,1
0,956,0,6,1
2,452,3,3,1
4,1337,0,6,1
2,625,6,0,0
1,995,4,2,1
0,753,6,0,0
5,516,1,5,1
4,528,5,1,1
5,1278,2,4,1
6,1423,0,6,1
2,910,6,0,0
0,297,2,4,1
3,1248,4,2,1
5,1354,0,6,1
3,1399,1,5,1
0,800,5,1,1
6,1265,0,6,1
5,132,0,6,1
2,838,6,0,0
4,1109,3,3,1
4,1326,0,6,1
1,677,5,1,1
2,521,5,1,1
6,700,4,2,1
3,183,0,6,1
2,1285,6,0,0
1,1325,0,6,1
6,871,3,3,1
6,277,0,6,1
4,261,0,6,1
4,1120,2,4,1
0,920,5,1,1
3,741,6,0,0
4,777,6,0,0
2,81,1,5,1
2,672,6,0,0
3,887,5,1,1
4,509,2,4,1
0,249,0,6,1
0,1052,2,4,1
6,1063,2,4,1
5,914,5,1,1
5,594,1,5,1
4,828,6,0,0
1,156,0,6,1
1,1118,6,0,0
1,750,6,0,0
6,131,0,6,1
3,1424,0,6,1
5,94,0,6,1
4,179,0,6,1
6,31,0,6,1
2,999,6,0,0
1,143,0,6,1
0,969,3,3,1
0,484,5,1,1
0,1112,0,6,1
0,361,3,3,1
2,1259,5,1,1
0,715,4,2,1
0,1277,5,1,1
0,694,6,0,0
3,1048,3,3,1
5,300,0,6,1
0,814,5,1,1
0,905,6,0,0
0,1141,5,1,1
4,949,2,4,1
5,457,0,6,1
6,767,0,6,1
3,1368,1,5,1
2,215,1,5,1
0,739,4,2,1
3,1318,2,4,1
0,411,3,3,1
3,455,1,5,1
5,978,4,2,1
3,1216,6,0,0
0,20,0,6,1
4,492,1,5,1
1,275,0,6,1
1,117,0,6,1
2,1098,5,1,1
2,1344,0,6,1
0,136,0,6,1
2,671,4,2,1
4,796,4,2,1
3,498,4,2,1
1,384,0,6,1
0,1192,6,0,0
0,1399,0,6,1
4,1011,1,5,1
1,434,1,5,1
5,541,0,6,1
1,638,6,0,0
3,97,1,5,1
0,1179,0,6,1
5,1411,0,6,1
4,584,6,0,0
2,1161,5,1,1
3,664,6,0,0
0,1039,1,5,1
6,1336,3,3,1
2,389,3,3,1
4,611,4,2,1
0,738,6,0,0
5,794,2,4,1
1,1356,0,6,1
6,546,4,2,1
5,287,1,5,1
1,1421,0,6,1
2,630,6,0,0
3,1305,4,2,1
2,732,6,0,0
2,357,0,6,1
5,97,0,6,1
0,114,0,6,1
2,392,2,4,1
1,124,0,6,1
1,154,2,4,1
6,12,0,6,1
2,928,6,0,0
0,858,6,0,0
2,175,0,6,1
3,949,4,2,1
0,1129,3,3,1
0,136,1,5,1
5,993,4,2,1
0,381,2,4,1
3,842,6,0,0
6,1240,3,3,1
5,1219,2,4,1
4,431,0,6,1
0,31,0,6,1
1,656,6,0,0
6,488,0,6,1
6,565,4,2,1
2,1269,6,0,0
5,1400,0,6,1
4,57,0,6,1
6,134,0,6,1
4,308,0,6,1
4,1209,1,5,1
4,838,6,0,0
5,1312,0,6,1
4,42,0,6,1
4,985,0,6,1
4,8,0,6,1
5,623,0,6,1
3,295,3,3,1
1,164,0,6,1
6,356,1,5,1
4,288,0,6,1
5,298,0,6,1
3,260,3,3,1
0,585,6,0,0
0,221,0,6,1
4,849,6,0,0
1,393,0,6,1
1,1075,4,2,1
5,1300,0,6,1
0,838,4,2,1
0,607,6,0,0
4,1407,0,6,1
3,399,0,6,1
0,1270,5,1,1
1,1277,1,5,1
5,1117,2,4,1
2,1132,4,2,1
2,417,4,2,1
3,769,2,4,1
6,21,0,6,1
0,1302,0,6,1
3,899,6,0,0
0,1292,0,6,1
5,1023,4,2,1
2,957,4,2,1
3,471,0,6,1
2,355,0,6,1
3,333,0,6,1
6,1105,0,6,1
5,299,0,6,1
0,841,6,0,0
3,503,4,2,1
1,1439,1,5,1
6,877,3,3,1
5,334,0,6,1
0,312,3,3,1
5,590,1,5,1
5,939,4,2,1
2,1015,6,0,0
0,5,0,6,1
1,563,5,1,1
0,1021,0,6,1
0,1026,0,6,1
1,617,5,1,1
6,1300,4,2,1
5,1260,4,2,1
0,1311,0,6,1
0,875,6,0,0
2,380,3,3,1
4,106,0,6,1
0,292,2,4,1
0,1394,2,4,1
0,1394,0,6,1
6,587,2,4,1
3,761,6,0,0
6,191,1,5,1
1,167,2,4,1
1,1354,0,6,1
6,1063,5,1,1
5,1122,2,4,1
6,1271,3,3,1
1,1081,3,3,1
3,958,5,1,1
3,440,1,5,1
5,1191,4,2,1
5,774,1,5,1
5,427,0,6,1
6,62,0,6,1
4,1105,2,4,1
0,799,6,0,0
3,867,6,0,0
0,117,0,6,1
2,1079,5,1,1
1,494,2,4,1
4,900,2,4,1
2,28,0,6,1
3,1378,1,5,1
1,910,6,0,0
3,318,2,4,1
3,849,2,4,1
1,827,6,0,0
2,913,6,0,0
4,710,6,0,0
6,1395,0,6,1
2,594,1,5,1
6,1143,1,5,1
0,1382,2,4,1
4,606,5,1,1
4,94,0,6,1
5,1095,1,5,1
6,603,2,4,1
5,546,0,6,1
5,378,0,6,1
0,648,6,0,0
5,997,3,3,1
4,223,0,6,1
3,343,2,4,1
3,323,0,6,1
4,1140,1,5,1
4,372,0,6,1
2,1106,5,1,1
1,556,6,0,0
1,50,0,6,1
2,1291,6,0,0
2,1334,4,2,1
3,825,4,2,1
5,1144,2,4,1
3,1032,4,2,1
5,315,0,6,1
4,292,0,6,1
0,656,6,0,0
2,434,4,2,1
5,522,0,6,1
3,1181,5,1,1
0,402,3,3,1
1,411,0,6,1
4,364,0,6,1
1,1301,0,6,1
4,598,6,0,0
1,181,2,4,1
2,921,4,2,1
1,140,0,6,1
1,333,0,6,1
5,508,0,6,1
3,1219,6,0,0
0,1146,0,6,1
2,323,0,6,1
1,681,6,0,0
6,1360,2,4,1
3,1120,6,0,0
5,167,0,6,1
2,184,0,6,1
3,18,0,6,1
5,1180,3,3,1
0,351,3,3,1
6,1108,6,0,0
1,139,0,6,1
5,1368,0,6,1
5,273,1,5,1
2,185,0,6,1
1,430,1,5,1
3,812,6,0,0
4,1363,0,6,1
5,838,1,5,1
5,1346,0,6,1
1,1050,4,2,1
6,408,0,6,1
0,1289,4,2,1
1,1247,1,5,1
0,523,6,0,0
3,375,1,5,1
5,392,0,6,1
0,926,5,1,1
1,1364,0,6,1
4,279,0,6,1
5,264,0,6,1
3,214,0,6,1
2,410,3,3,1
3,780,5,1,1
4,825,6,0,0
4,1072,4,2,1
4,1172,4,2,1
2,1113,5,1,1
0,764,5,1,1
3,1092,4,2,1
4,609,4,2,1
1,1037,4,2,1
3,1130,5,1,1
2,1080,5,1,1
4,798,6,0,0
0,1356,0,6,1
5,1362,0,6,1
6,464,0,6,1
6,150,0,6,1
0,38,0,6,1
3,31,0,6,1
6,141,0,6,1
5,291,0,6,1
2,1194,5,1,1
0,372,0,6,1
4,597,6,0,0
6,889,3,3,1
2,995,6,0,0
4,1093,3,3,1
4,666,6,0,0
4,616,6,0,0
4,1431,0,6,1
6,111,0,6,1
4,636,6,0,0
2,829,5,1,1
0,441,4,2,1
6,921,3,3,1
2,106,1,5,1
3,1435,0,6,1
2,741,6,0,0
6,1406,0,6,1
1,811,6,0,0
3,380,1,5,1
1,1296,0,6,1
2,759,6,0,0
2,1040,6,0,0
2,580,2,4,1
2,1416,1,5,1
0,1260,0,6,1
1,976,5,1,1
1,561,6,0,0
1,324,0,6,1
5,1290,2,4,1
1,1082,3,3,1
6,1082,1,5,1
1,910,4,2,1
4,1387,0,6,1
5,27,0,6,1
1,22,0,6,1
2,645,5,1,1
4,1318,0,6,1
0,510,5,1,1
3,595,6,0,0
6,987,3,3,1
6,88,0,6,1
5,648,0,6,1
0,628,6,0,0
5,1170,3,3,1
5,179,1,5,1
4,429,3,3,1
6,1170,5,1,1
4,1153,2,4,1
1,803,6,0,0
3,1272,2,4,1
1,127,0,6,1
5,408,0,6,1
1,289,1,5,1
5,816,2,4,1
4,1222,2,4,1
5,53,0,6,1
5,381,0,6,1
4,540,6,0,0
1,1184,2,4,1
4,1351,1,5,1
0,180,1,5,1
3,255,0,6,1
5,175,0,6,1
2,826,5,1,1
6,692,4,2,1
5,653,0,6,1
6,322,1,5,1
0,76,0,6,1
2,1120,3,3,1
6,302,1,5,1
0,342,0,6,1
4,1228,0,6,1
3,526,5,1,1
2,753,4,2,1
0,1051,2,4,1
2,1288,6,0,0
6,1214,2,4,1
6,1050,2,4,1
3,761,2,4,1
1,872,6,0,0
6,160,0,6,1
0,8,0,6,1
2,208,1,5,1
1,644,6,0,0
4,174,1,5,1
3,262,3,3,1
4,996,5,1,1
3,368,1,5,1
1,175,1,5,1
1,1154,3,3,1
4,400,0,6,1
2,967,4,2,1
1,527,5,1,1
0,117,0,6,1
1,514,5,1,1
1,1044,4,2,1
5,782,2,4,1
5,648,0,6,1
2,770,6,0,0
1,29,0,6,1
1,1202,2,4,1
0,1434,0,6,1
5,124,0,6,1
3,607,6,0,0
5,1313,1,5,1
0,1026,2,4,1
6,678,0,6,1
5,211,0,6,1
3,854,1,5,1
0,654,6,0,0
0,755,6,0,0
4,1351,0,6,1
5,1063,2,4,1
2,1257,5,1,1
6,436,0,6,1
4,1070,4,2,1
0,1089,0,6,1
1,729,6,0,0
1,1089,4,2,1
6,1017,4,2,1
5,1155,3,3,1
4,1283,0,6,1
2,379,3,3,1
6,875,3,3,1
1,893,6,0,0
6,114,0,6,1
1,314,0,6,1
5,68,0,6,1
0,1196,0,6,1
5,1154,2,4,1
1,931,5,1,1
6,208,0,6,1
2,530,5,1,1
1,896,6,0,0
3,345,0,6,1
5,707,0,6,1
5,757,2,4,1
2,609,2,4,1
0,956,5,1,1
4,1226,1,5,1
6,812,3,3,1
1,1036,4,2,1
4,120,0,6,1
3,371,1,5,1
2,210,0,6,1
3,471,1,5,1
1,208,0,6,1
2,1049,6,0,0
5,786,2,4,1
2,975,3,3,1
4,1242,0,6,1
3,296,3,3,1
2,742,6,0,0
2,773,6,0,0
5,717,2,4,1
6,521,1,5,1
3,666,6,0,0
2,1357,4,2,1
3,609,6,0,0
2,853,5,1,1
5,547,0,6,1
3,561,6,0,0
4,1356,1,5,1
1,306,0,6,1
6,638,4,2,1
5,993,3,3,1
4,1257,0,6,1
6,1223,0,6,1
1,104,0,6,1
1,1024,4,2,1
2,807,5,1,1
0,310,3,3,1
4,448,2,4,1
6,1177,4,2,1
0,513,6,0,0
3,0,0,6,1
4,982,0,6,1
5,225,0,6,1
4,960,1,5,1
6,968,4,2,1
1,131,0,6,1
2,603,6,0,0
2,531,5,1,1
6,115,0,6,1
4,1110,2,4,1
2,269,0,6,1
4,922,6,0,0
3,1432,0,6,1
4,376,0,6,1
5,551,0,6,1
4,1160,4,2,1
4,1225,1,5,1
1,79,0,6,1
6,216,1,5,1
2,1164,5,1,1
2,600,2,4,1
4,1309,0,6,1
3,594,6,0,0
6,1244,0,6,1
1,1009,4,2,1
2,173,0,6,1
0,373,3,3,1
5,1289,2,4,1
2,467,3,3,1
1,1152,3,3,1
6,301,0,6,1
2,442,4,2,1
4,311,0,6,1
4,1059,1,5,1
6,1325,3,3,1
1,1435,0,6,1
1,1141,4,2,1
1,333,0,6,1
2,1329,4,2,1
6,965,4,2,1
0,506,5,1,1
2,1007,6,0,0
6,146,1,5,1
1,606,4,2,1
1,1399,0,6,1
5,1415,0,6,1
2,705,4,2,1
3,1038,6,0,0
1,713,3,3,1
3,716,5,1,1
2,216,1,5,1
5,184,1,5,1
2,403,4,2,1
5,152,0,6,1
4,194,0,6,1
0,1085,1,5,1
3,277,3,3,1
1,648,6,0,0
5,289,0,6,1
2,520,5,1,1
2,611,6,0,0
2,1335,4,2,1
2,400,3,3,1
0,182,0,6,1
0,434,5,1,1
0,1413,2,4,1
5,475,0,6,1
4,178,1,5,1
1,618,5,1,1
2,846,4,2,1
6,99,0,6,1
3,628,6,0,0
4,329,0,6,1
0,1289,0,6,1
2,504,5,1,1
5,605,1,5,1
1,971,3,3,1
0,1194,6,0,0
0,499,6,0,0
1,711,3,3,1
1,974,5,1,1
1,1101,5,1,1
5,522,0,6,1
3,1221,6,0,0
6,74,0,6,1
1,1405,0,6,1
6,306,0,6,1
2,1235,5,1,1
0,308,3,3,1
3,569,5,1,1
5,1035,3,3,1
0,1411,2,4,1
6,1168,5,1,1
6,470,0,6,1
0,853,5,1,1
6,140,0,6,1
3,1099,4,2,1
6,673,0,6,1
3,813,6,0,0
1,564,5,1,1
2,1018,5,1,1
4,1101,3,3,1
1,437,2,4,1
4,1205,1,5,1
1,360,0,6,1
2,534,6,0,0
6,604,3,3,1
2,545,4,2,1
1,478,3,3,1
2,1420,1,5,1
6,743,0,6,1
0,638,6,0,0
3,1430,1,5,1
4,549,5,1,1
2,889,6,0,0
1,544,6,0,0
0,449,5,1,1
0,793,6,0,0
5,319,0,6,1
4,957,5,1,1
5,1195,4,2,1
2,946,3,3,1
2,1099,5,1,1
4,596,5,1,1
0,243,0,6,1
4,75,0,6,1
1,449,3,3,1
0,1103,0,6,1
6,954,4,2,1
3,524,4,2,1
4,373,0,6,1
2,118,1,5,1
3,216,0,6,1
0,333,0,6,1
3,1060,6,0,0
3,1059,6,0,0
0,1079,0,6,1
3,228,0,6,1
3,859,2,4,1
6,364,0,6,1
6,435,0,6,1
2,585,1,5,1
5,427,0,6,1
4,823,5,1,1
1,280,1,5,1
3,385,0,6,1
2,888,6,0,0
2,439,3,3,1
5,808,3,3,1
3,92,2,4,1
3,909,5,1,1
0,854,5,1,1
5,1159,2,4,1
4,607,6,0,0
5,306,2,4,1
5,19,0,6,1
3,30,1,5,1
6,102,0,6,1
0,955,5,1,1
1,858,6,0,0
3,83,1,5,1
6,1416,0,6,1
2,51,1,5,1
1,819,6,0,0
5,683,0,6,1
0,393,3,3,1
1,1261,1,5,1
2,1119,5,1,1
5,1122,6,0,0
5,62,0,6,1
2,1002,6,0,0
6,368,0,6,1
3,152,4,2,1
4,555,5,1,1
6,976,2,4,1
5,976,4,2,1
3,956,5,1,1
0,550,5,1,1
2,515,5,1,1
0,192,0,6,1
2,95,0,6,1
2,296,0,6,1
5,84,0,6,1
5,1249,4,2,1
4,1147,2,4,1
0,1201,6,0,0
0,691,5,1,1
0,586,6,0,0
6,337,1,5,1
2,1189,5,1,1
4,1192,2,4,1
5,971,4,2,1
2,137,0,6,1
4,319,0,6,1
2,284,0,6,1
3,110,4,2,1
3,185,4,2,1
5,1395,0,6,1
6,255,1,5,1
0,443,5,1,1
6,320,1,5,1
2,165,0,6,1
0,1095,0,6,1
1,303,0,6,1
